,schoolshort,studentid,gradelevelduringadminyear,ell,lunch_recode,sped_recode,ethnicity_recode,pre_score,lexilelevel,interim_score
12050,NEUWIRTH,414301,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,795.0,below_gl_4_6_yrs,785.0
12051,MOHAN,414313,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1210.0,college_ready,1245.0
12052,LUSKIN,414325,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,795.0,below_gl_4_6_yrs,800.0
12053,NEUWIRTH,414361,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1115.0,grade_level,1130.0
12054,SMIDT,414373,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,970.0,below_gl_1_3_yrs,1045.0
12055,BLOOMFIELD,414397,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,770.0,below_gl_4_6_yrs,855.0
12056,NEUWIRTH,414433,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1025.0,below_gl_1_3_yrs,1005.0
12057,NEUWIRTH,414469,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1075.0,grade_level,1140.0
12058,SMIDT,414481,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,705.0,between_6_yrs_fr,645.0
12059,NEUWIRTH,414493,9.0,EL,Free/Reduced,Special Education,Hispanic or Latino,730.0,between_6_yrs_fr,750.0
12060,NEUWIRTH,414505,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,810.0,below_gl_4_6_yrs,920.0
12061,NEUWIRTH,414601,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,825.0,below_gl_4_6_yrs,835.0
12062,NEUWIRTH,414613,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,895.0,below_gl_4_6_yrs,910.0
12063,NEUWIRTH,414625,9.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,995.0,below_gl_1_3_yrs,995.0
12064,MOHAN,414649,9.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,1105.0,grade_level,1175.0
12065,OUCHI,414661,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_1_3_yrs,995.0
12066,TENNENBAUM,419821,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,935.0,below_gl_4_6_yrs,975.0
12067,TENNENBAUM,419833,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1260.0,grade_level,1295.0
12068,TENNENBAUM,419857,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1215.0,grade_level,1190.0
12069,TENNENBAUM,419869,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,945.0
12070,TENNENBAUM,419881,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_4_6_yrs,985.0
12071,TENNENBAUM,419893,12.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_4_6_yrs,985.0
12072,TENNENBAUM,419905,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,930.0,below_gl_4_6_yrs,970.0
12073,TENNENBAUM,419917,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1070.0
12074,TENNENBAUM,419929,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,930.0,below_gl_4_6_yrs,1010.0
12075,TENNENBAUM,419953,12.0,EO,Free/Reduced,Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1010.0
12076,TENNENBAUM,419989,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,825.0,between_6_yrs_fr,780.0
12077,TENNENBAUM,420001,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,between_6_yrs_fr,885.0
12078,TENNENBAUM,420025,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1195.0,grade_level,1150.0
12079,TENNENBAUM,420037,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1190.0,grade_level,1230.0
12080,TENNENBAUM,420049,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1235.0
12081,TENNENBAUM,420073,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,835.0,between_6_yrs_fr,860.0
12082,LEVINE,420097,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1105.0,below_gl_1_3_yrs,1165.0
12083,TENNENBAUM,420133,12.0,IFEP,Free/Reduced,Non-Special Education,Asian,1070.0,below_gl_1_3_yrs,1170.0
12084,TENNENBAUM,420145,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,890.0
12085,TENNENBAUM,423337,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1120.0,below_gl_1_3_yrs,1150.0
12086,TENNENBAUM,423349,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,between_6_yrs_fr,1005.0
12087,TENNENBAUM,423397,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,between_6_yrs_fr,<built-in function zeros>
12088,LUSKIN,423421,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,915.0,between_6_yrs_fr,870.0
12089,LUSKIN,423433,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1105.0,below_gl_1_3_yrs,1065.0
12090,HEALTH,423445,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1025.0,below_gl_4_6_yrs,1050.0
12091,LUSKIN,423469,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1090.0,below_gl_1_3_yrs,1075.0
12092,LUSKIN,423565,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1320.0,college_ready,1265.0
12093,LUSKIN,423577,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,770.0,between_6_yrs_fr,865.0
12094,LUSKIN,423601,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,930.0
12095,LUSKIN,423697,12.0,EO,Free/Reduced,Non-Special Education,Black or African American,1200.0,grade_level,1205.0
12096,LUSKIN,423709,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,720.0,between_6_yrs_fr,725.0
12097,LUSKIN,423721,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1215.0,grade_level,1300.0
12098,LUSKIN,423733,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1270.0,grade_level,1305.0
12099,LUSKIN,423769,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,between_6_yrs_fr,905.0
12100,LUSKIN,423781,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1275.0,grade_level,1280.0
12101,HEALTH,423793,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1145.0,below_gl_1_3_yrs,1155.0
12102,LUSKIN,423805,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1015.0,below_gl_4_6_yrs,985.0
12103,LUSKIN,423817,12.0,EO,Paid,Non-Special Education,Black or African American,765.0,between_6_yrs_fr,790.0
12104,LUSKIN,423877,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1270.0,grade_level,1330.0
12105,LUSKIN,423901,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1125.0,below_gl_1_3_yrs,1110.0
12106,NEUWIRTH,423949,12.0,EO,Free/Reduced,Special Education,Black or African American,845.0,between_6_yrs_fr,850.0
12107,OUCHI,423985,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_4_6_yrs,830.0
12108,OUCHI,424009,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,770.0,between_6_yrs_fr,790.0
12109,OUCHI,424021,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1600.0,college_ready,1600.0
12110,OUCHI,424045,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1270.0,grade_level,1340.0
12111,OUCHI,424057,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,885.0,between_6_yrs_fr,905.0
12112,OUCHI,424069,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,620.0,between_6_yrs_fr,620.0
12113,OUCHI,424081,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1115.0,below_gl_1_3_yrs,1015.0
12114,OUCHI,424093,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,940.0,below_gl_4_6_yrs,995.0
12115,OUCHI,424105,12.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,835.0,between_6_yrs_fr,905.0
12116,OUCHI,424117,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1160.0,below_gl_1_3_yrs,1235.0
12117,OUCHI,424129,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1125.0,below_gl_1_3_yrs,1180.0
12118,OUCHI,424141,12.0,EO,Free/Reduced,Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,870.0
12119,OUCHI,424153,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1600.0,college_ready,1565.0
12120,OUCHI,424165,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1600.0,college_ready,1600.0
12121,OUCHI,424189,12.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,925.0,below_gl_4_6_yrs,830.0
12122,NEUWIRTH,424201,11.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,765.0,between_6_yrs_fr,845.0
12123,OUCHI,424213,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1260.0,grade_level,1210.0
12124,OUCHI,424237,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,below_gl_1_3_yrs,1160.0
12125,OUCHI,424249,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,915.0,between_6_yrs_fr,1005.0
12126,OUCHI,424261,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1300.0,college_ready,1295.0
12127,OUCHI,424285,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,below_gl_4_6_yrs,855.0
12128,GERTZ,427897,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1055.0,grade_level,1005.0
12129,GERTZ,427909,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_1_3_yrs,1045.0
12130,GERTZ,427945,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_1_3_yrs,965.0
12131,GERTZ,427957,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,735.0,between_6_yrs_fr,730.0
12132,GERTZ,427969,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1145.0,grade_level,1080.0
12133,GERTZ,427981,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,below_gl_4_6_yrs,890.0
12134,GERTZ,427993,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,785.0,below_gl_4_6_yrs,810.0
12135,GERTZ,428005,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,below_gl_4_6_yrs,880.0
12136,GERTZ,428017,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_1_3_yrs,970.0
12137,GERTZ,428041,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,780.0,below_gl_4_6_yrs,765.0
12138,GERTZ,428053,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,810.0,below_gl_4_6_yrs,795.0
12139,GERTZ,428077,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,below_gl_1_3_yrs,1035.0
12140,GERTZ,428089,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,705.0,between_6_yrs_fr,665.0
12141,GERTZ,428101,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,985.0,below_gl_1_3_yrs,1135.0
12142,GERTZ,428125,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,660.0,between_6_yrs_fr,775.0
12143,GERTZ,428137,9.0,EL,Free/Reduced,Special Education,Hispanic or Latino,540.0,between_6_yrs_fr,660.0
12144,GERTZ,428149,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,660.0,between_6_yrs_fr,715.0
12145,GERTZ,428161,9.0,EL,Free/Reduced,Special Education,Hispanic or Latino,640.0,between_6_yrs_fr,705.0
12146,GERTZ,428173,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,below_gl_4_6_yrs,960.0
12147,GERTZ,428185,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,755.0,below_gl_4_6_yrs,760.0
12148,GERTZ,428197,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1020.0,below_gl_1_3_yrs,1155.0
12149,GERTZ,428245,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,805.0,below_gl_4_6_yrs,785.0
12150,GERTZ,428269,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1015.0,below_gl_1_3_yrs,985.0
12151,GERTZ,428281,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_1_3_yrs,1030.0
12152,GERTZ,428293,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,780.0,below_gl_4_6_yrs,855.0
12153,GERTZ,428341,9.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,1160.0,college_ready,1130.0
12154,GERTZ,428365,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,grade_level,1050.0
12155,GERTZ,428377,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,700.0,between_6_yrs_fr,695.0
12156,GERTZ,428401,9.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,920.0,below_gl_1_3_yrs,930.0
12157,GERTZ,428425,9.0,EO,Paid,Non-Special Education,Hispanic or Latino,735.0,between_6_yrs_fr,645.0
12158,GERTZ,428437,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1055.0,grade_level,1110.0
12159,GERTZ,428461,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,895.0,below_gl_4_6_yrs,895.0
12160,GERTZ,428473,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,790.0,below_gl_4_6_yrs,855.0
12161,GERTZ,428485,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,925.0,below_gl_1_3_yrs,950.0
12162,GERTZ,428497,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,815.0,below_gl_4_6_yrs,830.0
12163,GERTZ,428509,9.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,800.0,below_gl_4_6_yrs,735.0
12164,GERTZ,428533,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,790.0,below_gl_4_6_yrs,765.0
12165,GERTZ,428557,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,950.0,below_gl_1_3_yrs,940.0
12166,GERTZ,428569,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,950.0,below_gl_1_3_yrs,965.0
12167,GERTZ,428581,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_1_3_yrs,1015.0
12168,GERTZ,428593,9.0,EL,Free/Reduced,Special Education,Hispanic or Latino,600.0,between_6_yrs_fr,645.0
12169,GERTZ,428605,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,820.0,below_gl_4_6_yrs,895.0
12170,GERTZ,428617,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,705.0,between_6_yrs_fr,675.0
12171,GERTZ,428629,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,750.0,below_gl_4_6_yrs,805.0
12172,GERTZ,428641,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,675.0,between_6_yrs_fr,740.0
12173,GERTZ,428653,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,grade_level,1130.0
12174,GERTZ,428665,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1105.0,grade_level,1130.0
12175,GERTZ,428689,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,735.0,between_6_yrs_fr,700.0
12176,GERTZ,428701,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1240.0,college_ready,1285.0
12177,GERTZ,428737,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1110.0,grade_level,1125.0
12178,GERTZ,428761,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,855.0,below_gl_4_6_yrs,870.0
12179,GERTZ,428785,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1025.0,below_gl_1_3_yrs,1045.0
12180,GERTZ,428797,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,grade_level,1010.0
12181,GERTZ,428809,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,below_gl_4_6_yrs,845.0
12182,GERTZ,428833,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,below_gl_4_6_yrs,940.0
12183,GERTZ,428845,9.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,665.0,between_6_yrs_fr,530.0
12184,GERTZ,428857,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,795.0,below_gl_4_6_yrs,765.0
12185,GERTZ,428881,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,895.0,below_gl_4_6_yrs,910.0
12186,GERTZ,428893,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,770.0,below_gl_4_6_yrs,825.0
12187,GERTZ,428917,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,745.0,between_6_yrs_fr,840.0
12188,GERTZ,428929,9.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,720.0,between_6_yrs_fr,765.0
12189,GERTZ,428941,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,below_gl_1_3_yrs,860.0
12190,GERTZ,428953,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,below_gl_4_6_yrs,780.0
12191,GERTZ,428989,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1060.0,grade_level,1080.0
12192,GERTZ,429001,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1025.0,below_gl_1_3_yrs,970.0
12193,GERTZ,429013,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,945.0,below_gl_1_3_yrs,990.0
12194,GERTZ,429025,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,775.0,below_gl_4_6_yrs,795.0
12195,GERTZ,429037,9.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,825.0,below_gl_4_6_yrs,910.0
12196,GERTZ,429049,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,560.0,between_6_yrs_fr,670.0
12197,GERTZ,429061,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,605.0,between_6_yrs_fr,630.0
12198,GERTZ,429085,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1005.0,below_gl_1_3_yrs,1110.0
12199,GERTZ,429109,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1110.0,grade_level,1135.0
12200,GERTZ,429133,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,below_gl_4_6_yrs,870.0
12201,GERTZ,429157,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,835.0,below_gl_4_6_yrs,900.0
12202,GERTZ,429169,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,750.0,below_gl_4_6_yrs,805.0
12203,GERTZ,429181,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,560.0,between_6_yrs_fr,670.0
12204,GERTZ,429193,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,995.0,below_gl_1_3_yrs,1095.0
12205,GERTZ,429205,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,750.0,below_gl_4_6_yrs,710.0
12206,GERTZ,429217,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1010.0,below_gl_1_3_yrs,1040.0
12207,GERTZ,429229,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_1_3_yrs,925.0
12208,MOHAN,429241,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,775.0,below_gl_4_6_yrs,845.0
12209,GERTZ,429253,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1300.0,college_ready,1285.0
12210,GERTZ,429265,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,775.0,below_gl_4_6_yrs,765.0
12211,GERTZ,429277,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,855.0,below_gl_4_6_yrs,905.0
12212,GERTZ,429289,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,below_gl_4_6_yrs,900.0
12213,GERTZ,429337,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,650.0,between_6_yrs_fr,710.0
12214,GERTZ,429349,9.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,850.0,below_gl_4_6_yrs,850.0
12215,GERTZ,429361,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_1_3_yrs,1070.0
12216,GERTZ,429373,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,970.0,below_gl_1_3_yrs,1010.0
12217,GERTZ,429385,9.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,910.0,below_gl_1_3_yrs,890.0
12218,GERTZ,429409,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,740.0,between_6_yrs_fr,790.0
12219,GERTZ,429433,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,800.0,below_gl_4_6_yrs,785.0
12220,GERTZ,429445,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1005.0,below_gl_1_3_yrs,1105.0
12221,GERTZ,429457,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,925.0,below_gl_1_3_yrs,990.0
12222,GERTZ,429469,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1055.0,grade_level,1045.0
12223,GERTZ,429481,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,775.0,below_gl_4_6_yrs,810.0
12224,GERTZ,429493,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,grade_level,1085.0
12225,GERTZ,429517,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,below_gl_4_6_yrs,885.0
12226,GERTZ,429529,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1060.0,grade_level,1125.0
12227,HEALTH,429541,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_1_3_yrs,1075.0
12228,GERTZ,429565,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,below_gl_4_6_yrs,985.0
12229,MIT-HS,429577,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,990.0,below_gl_1_3_yrs,875.0
12230,GERTZ,429589,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,705.0,between_6_yrs_fr,685.0
12231,GERTZ,429601,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,720.0,between_6_yrs_fr,845.0
12232,GERTZ,429661,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1220.0,college_ready,1240.0
12233,GERTZ,429685,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,below_gl_4_6_yrs,945.0
12234,GERTZ,429697,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,910.0,below_gl_1_3_yrs,915.0
12235,GERTZ,429733,9.0,EL,Free/Reduced,Special Education,Hispanic or Latino,570.0,between_6_yrs_fr,560.0
12236,GERTZ,429769,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,825.0,below_gl_4_6_yrs,855.0
12237,SMIDT,431593,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,670.0,between_6_yrs_fr,675.0
12238,SMIDT,431605,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,680.0,between_6_yrs_fr,720.0
12239,SMIDT,431617,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,970.0,below_gl_1_3_yrs,1080.0
12240,TENNENBAUM,431629,9.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,grade_level,1055.0
12241,SMIDT,431641,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,below_gl_4_6_yrs,885.0
12242,SMIDT,431653,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_1_3_yrs,990.0
12243,SMIDT,431677,10.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,840.0,below_gl_4_6_yrs,915.0
12244,TENNENBAUM,431701,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,935.0,below_gl_4_6_yrs,1015.0
12245,NEUWIRTH,431737,10.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_1_3_yrs,1020.0
12246,SMIDT,431749,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,770.0,below_gl_4_6_yrs,870.0
12247,SMIDT,431761,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,760.0,below_gl_4_6_yrs,845.0
12248,SMIDT,431809,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_1_3_yrs,1010.0
12249,TENNENBAUM,431833,10.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1115.0,grade_level,1175.0
12250,TENNENBAUM,431845,10.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_1_3_yrs,1045.0
12251,SMIDT,431857,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,705.0,between_6_yrs_fr,660.0
12252,TENNENBAUM,431905,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,810.0,below_gl_4_6_yrs,895.0
12253,SMASS,431941,10.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1150.0,grade_level,1105.0
12254,TENNENBAUM,431953,10.0,EO,Free/Reduced,Special Education,Hispanic or Latino,1120.0,grade_level,1110.0
12255,SMIDT,431965,10.0,EO,Free/Reduced,Special Education,Hispanic or Latino,815.0,below_gl_4_6_yrs,775.0
12256,SMIDT,431977,10.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,970.0,below_gl_1_3_yrs,930.0
12257,SMIDT,432001,9.0,EO,Free/Reduced,Special Education,Hispanic or Latino,685.0,between_6_yrs_fr,750.0
12258,SMIDT,432013,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1015.0,below_gl_1_3_yrs,1040.0
